author,display,text,timestamp,likes,reposts,replies,mentions,is_reply,query,election,candidate,date
alexvonwitzleben.bsky.social,,"#ElonMusk has parked his Tesla on the White House lawn. #DonaldTrump s #Goebbels has thrown money and airtime at Trump. A Republican win could put Musk in government, but if a triumphant Trump will cut #ElectricVehicles subsidies ... #SteveBannon www.ft.com/content/3805... via @ft #KamalaHarris2024",2024-11-04T19:56:16.156Z,1,0,1,['ft'],False,#KamalaHarris2024,US_2024,CandidateA,2024-11-04
kamielalbrecht.bsky.social,Kamiel Albrecht,"In de rij voor de ‘Rocky’ steps in Philadelphia waar Kamala Harris haar laatste rally heeft vanavond. Met Lady Gaga, Ricky Martin en Oprah #KamalaHarris2024",2024-11-04T19:38:21.981Z,3,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
organiccarbon.bsky.social,Rage Against the Miocene,"US voters: To those of you who care about the marginalised, the poor, the besieged, the left behind, I implore you to vote for #KamalaHarris2024. Any other vote condemns them, from Sudan to Gaza to LA to Appalachia, to a climate apocalypse. Billions of lives at stake.",2024-11-04T19:30:19Z,0,0,1,[],False,#KamalaHarris2024,US_2024,CandidateB,
atomicfox64.bsky.social,AtomicFox64 🍉🇯🇴 FREEDOM IS A RIGHT,"Posting this a few times every day. Retweet to anyone if you see this. Vote. Tell everyone you know to vote no matter what. Vote for your freedom. 
  #HarrisWalz2024 
#KamalaHarris2024 
#VoteBlueDownBallot #VoteBlue2024ProtectWomensRights #VoteBlueDownBallott 
#Transformers",2024-11-04T19:06:43.392Z,1,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
brklyndragon.bsky.social,Rob Cameron,"As if you didn't need another reason to vote #KamalaHarris2024 
www.theguardian.com/us-news/2024...",2024-11-04T17:19:09.321Z,1,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
janettespeyer.bsky.social,Janette Speyer,As I take to the friendly skies bright and early tomorrow morning. I pray that when I land. There is calm in this beautiful country. Best of luck for those of you going to the polls. I understand the assignment. #kamalaharris2024,2024-11-04T17:04:44.945Z,0,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
gailwaldby.bsky.social,Gail Waldby ❌👑,"YES SHE CAN by will i am
#YesSheCan #KamalaHarris2024
Witness the power of community and unity as we come together with ""Yes She Can""
www.youtube.com/watch?v=lR1r...",2024-11-04T17:01:16.667Z,0,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
ilikecheese3434.bsky.social,ilikecheese3434 🧀,"Happy Monday 😁 
Hope everyone has a great day 😊 hope you All had a great weekend 😁 Make sure you vote hopefully for Harris 😁 
#KamalaHarris2024 
#Vote    
#MondayMotivaton 
#SayCheese",2024-11-04T16:22:47.389Z,23,2,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
call-crew-dems.bsky.social,Call Crew Dems,"It’s time for real leadership! Time is running out to help Kamala connect with voters. Call Now: Call4Dems.com . Self-guided training has you calling in 20 mins. Call online, on your schedule, with your # kept private using an interactive script.
#Kamala2024 #volunteer #KamalaHarris2024 #harriswalz",2024-11-04T16:15:24.850Z,0,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
cityofangelle.bsky.social,Angelle Haney Gullett,"When we saw her campaigning for Senate, the Songwriter turned to me and said, “That’s our first woman President.”

One more day. 
#KamalaHarris2024",2024-11-04T14:24:53.150Z,2,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
margareterosali.bsky.social,Margarete Rosalind Weidenhammer,"#KamalaHarris2024 💙🙏 #USA
@KamalaHarris

Tomorrow, we will make our voices heard. 

Find your polling place and make a plan to vote at iwillvote.com.",2024-11-04T14:12:00.073Z,9,5,0,['KamalaHarris'],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
bigbreakingwire.bsky.social,BigBreakingWire,"Without a clear Electoral College win, the 2024 election may see prolonged legal battles like in 2000. With over 165 lawsuits filed, Bloomberg calls it the most litigated election. FairVote notes a 99.957% chance an initial lead over 0.1% will hold after recounts.

#DonaldTrump #KamalaHarris2024",2024-11-04T11:53:25.763Z,0,0,0,[],False,#KamalaHarris2024,US_2024,Neutral,2024-11-04
margareterosali.bsky.social,Margarete Rosalind Weidenhammer,"Good morning ☕at #Bluesky💙 #USA-

if you don't want these Horsemen of the Apocalypse⬇️

🙏 #Vote for #KamalaHarris2024

--follow the news📰.",2024-11-04T10:42:40.554Z,1,1,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
podcastswiat.bsky.social,🌎 Podcast Świat | Wojciech Cegielski,"🇺🇸 Do wyborów został jeden dzień.
Które stany zdecydują o wyborze prezydenta? Oto nasz przewodnik.
👇 
#WyboryUSA #KamalaHarris2024 #DonaldTrump 
polskieradio24.pl/artykul/3441...",2024-11-04T09:44:05.611Z,0,0,0,[],False,#KamalaHarris2024,US_2024,Neutral,2024-11-04
podcastswiat.bsky.social,🌎 Podcast Świat | Wojciech Cegielski,"Donald Trump znów błyszczy. Na dzień przed wyborami padły szokujące słowa.
👇 
#DonaldTrump #KamalaHarris2024 #WyboryUSA 
polskieradio24.pl/artykul/3442...",2024-11-04T09:38:08.235Z,1,0,0,[],False,#KamalaHarris2024,US_2024,Neutral,2024-11-04
laaabaseball-tw.bsky.social,archive,"1 day until election day! Get ready to vote!

#KamalaHarris2024",2024-11-04T07:16:23.000Z,0,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
lorried-la.bsky.social,Lorrie D.,"""YES SHE CAN"" by will i am.

#KamalaHarris2024 #HarrisWalz2024

www.youtube.com/watch?v=lR1r...",2024-11-04T05:27:09.048Z,2,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
ladychelsea.bsky.social,C.T. Idlehouse/LadyChelseaoftheVoid 🏳️‍🌈🇨🇦🇺🇦🇲🇽🇵🇸,"And if one particular candidate does, he will do so without lube or permission. #voteblue #kamalaharris2024 #grabhimbytheballotussy",2024-11-04T02:27:26.000Z,0,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
politicalcartoon.bsky.social,Political Cartoon Gallery,Morten Morland @mortenmorland on #KamalaHarris2024 #HarrisWalz #HarrisWalz2024 #polls #Trump #Trump2024 #USElection2024 @thetimes  – political cartoon gallery in London original-political-cartoon.com,2024-11-04T01:38:46.618Z,0,0,0,"['mortenmorland', 'thetimes']",False,#KamalaHarris2024,US_2024,CandidateB,2024-11-04
therealzanetta.bsky.social,The Real Zanetta,"Brighter Future | Kamala Harris’ Closing Ad youtu.be/U6bv6jYEVAs?... 
#KamalaHarris 
#KamalaHarris2024 
#HarrisWalz2024InALandslide",2024-11-03T22:52:06.859Z,6,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-03
margareterosali.bsky.social,Margarete Rosalind Weidenhammer,"#USA

🔴 x.com/i/broadcasts...

Vice President KamalaHarris Speaks at #Michigan Rally

btw😉 - #Vote for #KamalaHarris2024",2024-11-03T22:43:31.943Z,4,3,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-03
pirjapaa.bsky.social,Pirja Paa - standing for 🏳️‍🌈 equality,"Ei tarvitse tietää kumpaa ""meillä äänestetään!!"" jos tuollainen kotifasismi vallitsee.
Surullista mutta kuvaavaa.
Ja ehkä virallisiin ennusteisiin ei ihan niin kannata luottaa... 🤩

#KamalaHarris2024 !",2024-11-03T21:22:52.185Z,0,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-03
erikamjimenez.bsky.social,Erika,I’m a 48-year-old Mexican/American woman who was born and raised in California and I voted for Kamala Harris. I encourage you to do the same. #KamalaHarris2024,2024-11-03T21:01:08.009Z,62,4,8,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-03
atomicfox64.bsky.social,AtomicFox64 🍉🇯🇴 FREEDOM IS A RIGHT,"Posting this a few times every day. Repost to anyone if you see this. Vote. Tell everyone you know to vote no matter what. Vote for your freedom. 
  #HarrisWalz2024 
#KamalaHarris2024 
#VoteBlueDownBallot #VoteBlue2024ProtectWomensRights #VoteBlueDownBallott 
#Transformers",2024-11-03T19:05:12.422Z,4,1,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-03
matched.bsky.social,,"www.youtube.com/watch?v=0Biw...
#HarrisonFord #HarrisWalz #HarrisWalz2024 #HarrisWalzObviously #Kamala #KamalaHarris2024",2024-11-03T18:43:04.016Z,1,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-03
politicalcartoon.bsky.social,Political Cartoon Gallery,Ella Baron @EBaronCartoons on #KamalaHarris2024 #HarrisWalz #HarrisWalz2024 #polls #Trump #Trump2024 #USElection2024 @guardian – political cartoon gallery in London original-political-cartoon.com,2024-11-03T18:14:29.482Z,1,0,0,"['EBaronCartoons', 'guardian']",False,#KamalaHarris2024,US_2024,CandidateB,2024-11-03
martinlj.bsky.social,Martin L. Johnson,"The ""mirror gag"" is a slapstick comedy standard. #snl #KamalaHarris2024",2024-11-03T18:13:49.178Z,5,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-03
m-jones.bsky.social,MJ,"Men of America, time to stand up and be counted. You know what you need to do.
@addyspectreai.bsky.social @rachey.bsky.social @ghostbear077.bsky.social 
#KamalaHarris2024",2024-11-03T17:56:51.777Z,10,2,0,"['addyspectreai.bsky.social', 'rachey.bsky.social', 'ghostbear077.bsky.social']",False,#KamalaHarris2024,US_2024,CandidateB,2024-11-03
call-crew-dems.bsky.social,Call Crew Dems,"📣 Share Please 📣 Due to overwhelming demand, we're now offering a 20 min, self-guided training to call voters for Kamala! Start calling now: Call4Dems.com . Call online, on your schedule, with your number kept private using an interactive script. 
#Kamala2024 #volunteer #KamalaHarris2024 #harriswalz",2024-11-03T16:35:21.587Z,0,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-03
clbear31.bsky.social,Claire 🌊🇪🇺🇫🇷🌍,"#2024PresidentialElection
🇺🇸 🗳️

#Vote for #KamalaHarris2024, a #leader committed to #equity, #justice, and #progress. She fights for affordable #healthcare, #climate action, and protecting #democracy. Your vote is your voice—let it be heard!",2024-11-03T13:53:08.752Z,0,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-03
margareterosali.bsky.social,Margarete Rosalind Weidenhammer,"And finally we win ✌️ #USA #KamalaHarris2024
www.inquirer.com/politics/ele...
Performers at Harris rallies have included #BruceSpringsteen, #JohnLegend, #GracieAbrams, and more. 
Rumors👀 are brewing once again that this could be the time for the “Bejeweled” #TaylorSwift to make a surprise appearance.",2024-11-03T13:49:47.731Z,3,1,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-03
broaden.bsky.social,L Laiken,"Is there a list somewhere of every celebrity, politician, famous person, who has endorsed the Harris/Walz ticket? 
#KamalaHarris2024 #bluewave2024",2024-11-03T13:37:11.375Z,0,1,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-03
antifapatriot.bsky.social,america.is.not.free,"November 19, 2021

For 85 minutes

The USA had a woman President

I'd forgotten about this

🥥🌴💅🏽👑💪🏽✊🏾🗽 ❤️🤍💙 🇺🇸

#kamalaharris #yeswekam #kamalaharris2024 #kamala47
#madampresident #harriswalz2024 #election2024 #democracyontheballot #votebluenomatterwho #democrats #vote2024",2024-11-03T12:59:28.869Z,1,1,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-03
podcastswiat.bsky.social,🌎 Podcast Świat | Wojciech Cegielski,"🇺🇸 Jeszcze się dobrze te wybory nie zaczęły, a już po sieci krąży mnóstwo fake'ów, że wybory są fałszowane.
Przypadek?

#WyboryUSA #DonaldTrump #KamalaHarris2024 
www.bbc.com/news/article...",2024-11-03T09:26:14.684Z,0,0,0,[],False,#KamalaHarris2024,US_2024,Neutral,2024-11-03
podcastswiat.bsky.social,🌎 Podcast Świat | Wojciech Cegielski,"🇺🇸 To kolejny dowód na to, że Polonia w tych wyborach się liczy.

Donald Trump i Kamala Harris wykupili reklamy z polonijnej prasie w USA.
👇 
#WyboryUSA #KamalaHarris2024 #DonaldTrump polskieradio24.pl/artykul/3442...",2024-11-03T09:24:14.460Z,0,0,0,[],False,#KamalaHarris2024,US_2024,Neutral,2024-11-03
toosharpbyhalf.bsky.social,Isabella Sharp (she/her),Idk what the outcome will be but I do know one thing and that's thank fck this election is about Kamala Harris and not Joe Biden. She's turned this around. #KamalaHarris2024,2024-11-03T09:07:11.147Z,1,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-03
acemaxx.bsky.social,acemaxx analytics,"(Wow!) #SNL Saturday Night Live spot on, a unique twist: #MayaRudolph #KamalaHarris2024 herself live @nbcsnl www.youtube.com/watch?v=e6Fu...",2024-11-03T06:33:35.826Z,0,0,0,['nbcsnl'],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-03
theoriginalfact.bsky.social,The Original Fact,"Kamala Harris Gains Edge Over Trump in Key Betting Markets
Read More: theoriginalfact.blog/kamala-harri...
#KamalaHarris2024 #KamalaHarris #DonaldTrump #Trump",2024-11-03T06:04:25.467Z,3,0,0,[],False,#KamalaHarris2024,US_2024,Neutral,2024-11-03
hethinkstoomuch.bsky.social,,"What's more American than Bruce himself backing Kamala and Tim.  Let's rock this vote!!

#VoteBlueAsifYourLivesDependonit #VoteBlue2024ProtectWomensRights #VoteForOurFuture #AmericaStrong #WeWillNotGoBack #KamalaHarris2024 

m.youtube.com/watch?v=F0Tz...",2024-11-03T05:10:34.845Z,0,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-03
atomicfox64.bsky.social,AtomicFox64 🍉🇯🇴 FREEDOM IS A RIGHT,"Posting this a few times every day. Repost to anyone if you see this. Vote. Tell everyone you know to vote no matter what. Vote for your freedom. 
 #HarrisWalz2024 
#KamalaHarris2024 
#VoteBlueDownBallot #VoteBlue2024ProtectWomensRights #VoteBlueDownBallott 
#Transformers",2024-11-03T05:04:41.204Z,2,1,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-03
podcastswiat.bsky.social,🌎 Podcast Świat | Wojciech Cegielski,"🇺🇸 Chcesz wygrać wybory w USA? Musisz wygrać Pensylwanię.
👇 
#WyboryUSA #KamalaHarris2024 #DonaldTrump 
polskieradio24.pl/artykul/3442...",2024-11-02T23:24:59.237Z,0,0,0,[],False,#KamalaHarris2024,US_2024,Neutral,2024-11-02
shellshockprime.bsky.social,ShellshockPrime 🔜 PAX East,"I haven't said much about it, but I will do so now. I voted early last week, and I am in full support of Kamala Harris and Tim Walz. With everything that's happening from the other side, we can not and will not go back.

If you haven't voted yet, make sure to do so. #KamalaHarris2024",2024-11-02T21:10:55.382Z,17,2,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-02
jimousley.bsky.social,Jim Ousley,"So…just curious. I’m not the ONLY person to think this was something strange, right? 

Please bring normalcy back. 
#KamalaHarris2024",2024-11-02T18:05:17.673Z,0,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-02
cr1m50nz3r0.bsky.social,Cr1m50nZ3r0,"Let's not forget #womensrights
#kamalaharris2024 
youtu.be/WhsSzIS84ks?...",2024-11-02T17:02:09.501Z,0,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-02
atomicfox64.bsky.social,AtomicFox64 🍉🇯🇴 FREEDOM IS A RIGHT,"Posting this a few times every day. Repost to anyone if you see this. Vote. Tell everyone you know to vote no matter what. Vote for your freedom.  
#HarrisWalz2024
 
#KamalaHarris2024
 
#VoteBlueDownBallot
 
#VoteBlue2024ProtectWomensRights
 
#VoteBlueDownBallott
 
#Transformers",2024-11-02T16:46:28.586Z,2,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-02
thedaveabbitt.bsky.social,Dave Abbitt,"Good morning, my friends! An overcast, foggy morning in LA. A very happy Caturday to you. #Poe is enjoying squirrel watching. I am reading about Propositions in the lead up to early voting today. Time to get HER done. LFG!!! Have a great day, y’all! #KamalaHarris2024

☕️☁️🌫️🐈‍⬛🐿️🗳️💙💪",2024-11-02T16:13:08.119Z,5,0,2,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-02
alexvonwitzleben.bsky.social,,"#DonaldTrump fraud claims stir concerns of another contested US election as he only envisions losing if election is corrupt. Pennsylvania officials say safeguards are working as intended, not a sign of fraud www.reuters.com/world/us/tru... #KamalaHarris4President #Democrats #KamalaHarris2024",2024-11-02T15:06:14.149Z,1,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-02
call-crew-dems.bsky.social,Call Crew Dems,"Your LAST CHANCE to train to call voters for Kamala is today at 2pm EDT! Time is running out. Sign up to start calling now: Call4Dems.com .  Call online, on your schedule, with your number kept private, using an interactive script.
#Kamala2024 #volunteer #KamalaHarris2024 #harriswalz",2024-11-02T11:12:29.630Z,1,2,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-02
podcastswiat.bsky.social,🌎 Podcast Świat | Wojciech Cegielski,"🇺🇸 Na finiszu kampanii puszczają nerwy.

Donald Trump groził ""plutonem egzekucyjnym"" Liz Cheney, byłej republikańskiej kongresmen, która się przeciwko niemy zbuntowała.
👇 
#DonaldTrump #KamalaHarris2024 #WyboryUSA 
polskieradio24.pl/artykul/3442...",2024-11-02T09:34:04.343Z,0,0,0,[],False,#KamalaHarris2024,US_2024,Neutral,2024-11-02
stratheia.bsky.social,Stratheia ,"Twitter:
#USPresidentialElection, #MiddleEast crisis amid possible retaliation by #Iran against #Israel and Washington expecting more from #India vis-a-vis #China.

𝐖𝐚𝐭𝐜𝐡 𝐩𝐫𝐨𝐦𝐨: youtu.be/GsNjztpUIKw
#Trump #KamalaHarris2024",2024-11-02T06:27:42.436Z,0,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-02
atomicfox64.bsky.social,AtomicFox64 🍉🇯🇴 FREEDOM IS A RIGHT,"Posting this a few times every day. Retweet to anyone if you see this. Vote. Tell everyone you know to vote no matter what. Vote for your freedom.  
#HarrisWalz2024 
#KamalaHarris2024 
#VoteBlueDownBallot 
#VoteBlue2024ProtectWomensRights 
#VoteBlueDownBallott 
#Transformers",2024-11-02T02:39:00.258Z,0,1,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-02
seangelish.com,CSDX(Sean) #BLM 🍉,"I finally did the early voting. I did such a good job I got TWO stickers.

#Vote #VoteBlue #KamalaHarris2024 #KamalaWalz2024",2024-11-01T20:54:11.252Z,1,0,1,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-01
antifapatriot.bsky.social,america.is.not.free,"Beautiful sight 🙌🏼🫶🏽🫶🏽🫶🏽

🥥🌴💅🏽👑💪🏽✊🏾🗽 ❤️🤍💙 🇺🇸

#kamalaharris #yeswekam #kamalaharris2024 #hope
#kamala2024 #madampresident #wearenotgoingback #timwalz #harriswalz2024 #election2024 #democratsdeliver #democracyontheballot #votebluenomatterwho #yourvotematters #democrats #vote2024",2024-11-01T20:33:36.537Z,3,2,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-01
kamirayne.bsky.social,Kami Rayne,Sylvia Massy is the Grammy award winning producer who first gave my rock n roll band DANTE HH a chance.  Read her words carefully. #voteblue #kamalaharris2024,2024-11-01T20:14:17.926Z,3,2,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-01
lavidagata.bsky.social,Kat O’Brien,"Time for the USA to elect our first female President. Not because she’s a woman, but because she is by far the better candidate.
#KamalaHarris2024 
open.substack.com/pub/katobrie...",2024-11-01T18:45:03.025Z,0,0,0,[],False,#KamalaHarris2024,US_2024,CandidateB,2024-11-01
